dataSet,ladder,smileLaugh,enjoyment,worry,sadness,depression,anger,income,household,television,computer,internetAccess,food,shelter,livingStandard,ticket,lawsuit,respect,learn,opportunity,time,emergency,gender,age,maritalStatus,residentialArea,education
HongKong,3,2,2,2,2,2,2,185000,3,1,1,1,1,2,2,,,2,2,2,2,1,2,,,,1
HongKong,3,2,2,2,2,2,2,0,4,1,1,1,1,1,2,,,1,2,2,1,2,2,,,,1
HongKong,7,1,1,1,1,1,1,NA,yes,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,2
HongKong,5,1,1,1,2,2,2,30000,3,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,2
HongKong,7,1,1,2,2,2,2,5.00E+05,6,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,2
HongKong,4,2,2,1,1,1,2,0,1,1,1,1,1,2,2,,,2,2,2,1,2,1,,,,2
HongKong,5,2,2,2,2,2,2,50000,2,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,2
HongKong,4,2,2,2,2,2,2,0,3,1,1,1,1,2,1,,,1,2,1,1,2,1,,,,2
HongKong,8,1,1,1,2,2,2,0,4,1,1,1,1,2,1,,,2,2,2,1,2,2,,,,2
HongKong,8,1,2,1,2,2,2,150000,2,1,1,1,1,2,1,,,2,2,2,1,1,2,,,,2
HongKong,6,1,1,1,1,1,1,180000,3,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,2
HongKong,8,1,1,2,2,2,2,70000,4,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,2
HongKong,7,1,1,2,2,2,2,3.00E+05,4,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,2
HongKong,6,1,1,2,2,2,2,360000,1,1,1,1,1,2,2,,,1,2,2,2,1,2,,,,2
HongKong,8,1,1,2,2,2,2,0,8,1,1,1,1,2,1,,,1,1,1,1,2,2,,,,3
HongKong,6,1,1,2,2,2,2,4.00E+05,3,1,1,1,1,2,1,,,1,2,1,1,1,2,,,,3
HongKong,5,1,1,2,2,2,2,70000,2,1,1,1,1,2,1,,,2,1,1,1,2,1,,,,4
HongKong,7,1,1,2,2,2,2,360000,4,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,4
HongKong,7,1,1,1,2,2,1,4.00E+06,2,1,1,1,1,2,1,,,1,1,1,1,2,1,,,,4
HongKong,8,1,1,1,1,1,1,NA,4,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,4
HongKong,7,1,1,2,2,2,2,5.00E+05,3,1,1,1,1,2,1,,,1,2,2,2,1,1,,,,4
HongKong,7,1,1,2,2,2,2,1200000,4,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,4
HongKong,6,1,1,2,2,2,2,6.00E+05,4,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,4
HongKong,6,2,2,1,1,1,1,7.00E+05,6,1,1,1,1,2,1,,,2,2,1,1,1,1,,,,4
HongKong,7,1,1,2,2,2,2,1.00E+06,3,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,4
HongKong,8,1,1,2,2,2,2,8.00E+05,4,1,1,1,1,2,1,,,1,2,1,1,1,2,,,,4
HongKong,7,1,1,2,2,2,2,0,3,1,1,1,1,2,1,,,1,1,1,1,2,2,,,,4
HongKong,5,1,2,2,2,2,2,360000,3,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,4
HongKong,7,1,1,1,2,2,2,2.00E+05,2,1,1,1,1,2,1,,,1,2,1,2,1,1,,,,5
HongKong,6,1,2,2,2,2,1,564000,4,1,1,1,1,1,2,,,1,1,2,2,1,1,,,,5
HongKong,7,2,2,2,2,2,2,2500000,4,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,5
HongKong,7,2,2,2,1,2,2,NA,3,1,1,1,1,2,1,,,1,2,2,1,1,2,,,,5
HongKong,7,1,1,2,2,2,2,240000,2,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,5
HongKong,7,1,1,2,2,2,2,6.00E+05,4,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,5
HongKong,6,1,1,2,2,2,2,1500000,5,1,1,1,1,2,2,,,1,2,1,1,1,2,,,,6
HongKong,7,2,2,1,1,1,1,1200000,5,1,1,1,1,2,1,,,2,2,1,1,1,2,,,,6
HongKong,5,1,2,2,2,2,2,120000,1,1,1,1,1,2,2,,,2,2,1,1,1,1,,,,1
HongKong,5,2,2,2,2,2,2,0,3,1,1,1,1,2,2,,,2,2,2,1,2,1,,,,1
HongKong,4,2,2,2,2,2,2,84000,1,1,2,2,1,1,2,,,2,2,2,2,1,1,,,,1
HongKong,7,1,1,2,2,2,1,96000,2,1,1,1,1,2,1,,,1,2,1,1,1,2,,,,1
HongKong,2,2,2,2,2,2,1,12000,2,1,1,1,1,2,2,,,2,2,1,1,1,2,,,,1
HongKong,5,2,2,2,2,2,2,166200,1,1,2,1,1,2,2,,,2,2,2,2,1,2,,,,1
HongKong,6,1,1,2,2,2,2,380000,1000,1,1,1,1,2,2,,,1,1,1,1,1,1,,,,2
HongKong,4,2,2,2,2,2,2,0,3,1,1,1,1,2,2,,,1,2,NA,1,2,1,,,,2
HongKong,6,2,2,2,2,2,2,0,3,1,1,1,1,2,1,,,1,2,NA,1,2,1,,,,2
HongKong,6,1,2,1,2,1,2,0,2,1,1,1,1,2,2,,,1,1,1,1,2,2,,,,2
HongKong,7,2,2,2,2,2,2,1200000,5,1,1,1,1,2,1,,,1,2,2,1,1,2,,,,2
HongKong,7,1,1,2,2,2,2,0,4,1,1,1,1,2,1,,,1,2,1,1,2,2,,,,2
HongKong,7,2,2,2,2,2,2,0,12,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,2
HongKong,6,2,2,1,1,1,1,0,3,1,1,1,1,2,1,,,2,2,NA,1,2,2,,,,2
HongKong,6,2,2,2,2,2,2,180000,4,1,1,1,1,2,1,,,1,2,1,1,1,2,,,,2
HongKong,5,2,2,2,2,2,2,0,2,1,2,1,1,2,2,,,1,1,2,1,2,2,,,,2
HongKong,4,2,2,2,2,2,2,60000,4,1,1,1,1,2,2,,,1,2,2,1,1,2,,,,2
HongKong,5,2,2,2,2,2,2,0,2,1,1,1,1,2,2,,,2,2,NA,1,2,2,,,,2
HongKong,6,1,1,2,2,2,2,720000,4,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,3
HongKong,4,2,2,1,1,1,2,150000,1,1,2,1,1,1,2,,,1,2,2,2,1,1,,,,3
HongKong,6,1,2,2,2,2,2,1100000,2,1,1,1,1,2,1,,,1,2,1,2,1,1,,,,3
HongKong,5,2,2,2,2,2,2,0,3,1,1,1,1,2,1,,,1,2,NA,1,2,1,,,,3
HongKong,6,2,2,2,2,2,1,1.00E+06,5,1,1,1,1,2,2,,,1,2,2,2,1,1,,,,3
HongKong,4,2,2,1,1,2,2,360000,1,1,1,1,1,2,2,,,2,2,1,1,1,2,,,,3
HongKong,7,2,2,2,2,2,2,0,6,1,1,1,1,1,2,,,2,2,NA,1,2,2,,,,3
HongKong,8,1,1,2,2,2,2,5.00E+05,3,1,1,1,1,2,1,,,1,1,1,1,2,1,,,,4
HongKong,8,1,1,2,2,2,2,8.00E+05,3,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,4
HongKong,7,1,1,2,1,2,2,45000,25000,1,1,1,1,2,1,,,2,2,1,1,1,1,,,,4
HongKong,7,2,2,1,2,2,2,420000,4,1,1,1,1,1,2,,,2,2,2,1,1,1,,,,4
HongKong,6,1,1,2,2,2,2,650000,6,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,4
HongKong,7,1,1,2,2,2,2,715000,4,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,4
HongKong,7,2,2,2,2,2,2,5.00E+05,3,1,1,1,1,2,2,,,1,2,1,1,1,2,,,,4
HongKong,4,2,2,2,2,2,1,360000,4,1,1,1,1,2,2,,,1,2,2,1,1,2,,,,4
HongKong,6,1,2,2,2,2,2,0,5,1,1,1,1,2,1,,,1,1,NA,1,2,2,,,,4
HongKong,4,2,1,1,1,2,1,10000,4,1,1,1,1,2,1,,,1,2,1,2,2,1,,,,5
HongKong,6,2,2,2,2,2,1,1.00E+06,3,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,5
HongKong,7,1,2,2,2,2,2,650000,6,1,1,1,1,2,1,,,1,2,2,2,1,2,,,,5
HongKong,6,2,2,2,1,2,2,1450000,4,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,6
HongKong,6,1,1,1,2,2,2,6.00E+05,2,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,6
HongKong,7,1,1,2,2,2,2,1.00E+06,4,1,1,1,1,2,1,,,1,2,1,1,1,2,,,,6
HongKong,6,2,2,2,2,2,2,0,2,1,1,1,1,2,1,,,2,2,2,1,2,1,,,,1
HongKong,5,2,2,1,1,2,2,0,3,1,1,1,1,2,2,,,1,2,NA,1,2,1,,,,1
HongKong,5,2,2,2,2,2,2,0,2,1,2,1,1,2,2,,,1,2,NA,1,2,1,,,,1
HongKong,5,2,2,2,2,2,2,0,1,1,2,2,1,2,2,,,2,2,2,2,2,1,,,,1
HongKong,6,2,2,1,1,2,1,72000,2,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,1
HongKong,7,2,2,2,2,2,2,0,2,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,1
HongKong,8,1,1,2,2,2,2,0,2,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,1
HongKong,7,2,2,2,2,2,2,36000,2,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,1
HongKong,5,1,1,2,2,2,2,0,3,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,1
HongKong,3,2,2,2,2,2,2,60000,1,1,2,2,1,2,2,,,2,2,2,1,1,2,,,,1
HongKong,4,2,2,2,1,1,2,0,1,2,2,2,1,2,1,,,2,2,2,1,2,2,,,,1
HongKong,3,2,2,2,2,2,2,0,3,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,1
HongKong,7,1,1,2,2,2,2,0,5,1,1,1,1,2,1,,,1,2,NA,1,2,1,,,,2
HongKong,7,2,2,2,2,2,2,0,3,1,1,1,1,2,1,,,1,2,NA,1,2,1,,,,2
HongKong,6,2,2,2,2,2,2,0,1,1,1,1,1,2,1,,,2,2,1,1,2,1,,,,2
HongKong,4,2,2,2,1,1,2,0,2,1,1,1,1,2,2,,,2,2,2,1,2,2,,,,2
HongKong,6,2,2,2,2,2,2,240000,1,1,2,1,1,2,1,,,2,2,1,2,1,2,,,,2
HongKong,5,2,2,2,2,2,2,0,3,1,2,2,1,2,2,,,1,2,NA,1,2,2,,,,2
HongKong,6,1,1,2,2,2,2,0,4,1,1,1,1,2,1,,,1,1,NA,1,2,2,,,,2
HongKong,7,2,2,2,2,2,2,0,2,1,1,1,1,2,2,,,1,2,2,2,2,1,,,,3
HongKong,6,2,2,1,1,1,1,0,1,1,1,1,1,2,1,,,2,2,NA,1,2,2,,,,3
HongKong,6,2,2,2,2,2,2,0,5,1,1,1,1,2,2,,,2,2,2,2,2,2,,,,3
HongKong,6,2,2,2,1,1,2,0,1,1,1,1,1,2,1,,,1,2,2,1,2,2,,,,3
HongKong,7,2,2,1,1,1,1,0,1,1,1,1,1,2,1,,,1,2,1,1,2,2,,,,3
HongKong,8,2,1,2,2,2,2,0,2,1,1,1,1,2,1,,,1,1,NA,1,2,1,,,,4
HongKong,9,1,1,2,2,2,2,8.00E+05,4,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,4
HongKong,10,1,1,2,2,2,2,360000,2,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,4
HongKong,7,2,2,1,1,2,2,0,6,1,1,1,1,2,1,,,1,2,1,1,2,1,,,,4
HongKong,6,2,2,2,2,2,2,0,2,1,1,1,1,2,2,,,1,2,1,1,2,1,,,,4
HongKong,5,2,2,2,2,2,2,5.00E+05,6,1,1,1,1,2,2,,,1,2,1,1,1,1,,,,4
HongKong,8,1,1,2,2,2,2,0,4,1,1,1,1,2,1,,,1,2,NA,1,2,2,,,,4
HongKong,7,1,1,2,2,2,2,0,6,1,1,1,1,2,1,,,1,1,NA,1,2,2,,,,4
HongKong,6,2,2,2,2,2,2,4.00E+05,4,1,1,1,1,2,1,,,1,2,1,1,1,2,,,,4
HongKong,7,2,2,1,1,2,2,720000,2,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,5
HongKong,6,1,1,2,2,2,2,360000,4,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,5
HongKong,6,1,2,2,2,2,2,2.00E+06,5,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,5
HongKong,9,1,1,2,2,2,2,5.00E+05,2,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,5
HongKong,5,1,1,2,2,2,2,0,2,1,1,1,1,2,1,,,2,1,2,2,2,2,,,,5
HongKong,6,2,2,2,2,1,2,1500000,6,1,1,1,1,2,1,,,1,1,1,2,1,1,,,,6
HongKong,6,2,2,1,1,2,1,80000,5,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,6
psy250.,7,1,1,2,1,1,1,,5,1,1,1,,,,50,20,1,1,1,1,1,2,19,,,
psy250.,3,1,2,2,2,2,1,7000,1,1,1,1,,,,29,5,2,1,1,2,1,2,22,,,
psy250.,4,2,2,2,2,2,2,,,1,1,1,,,,60,6,1,1,2,,1,2,23,,,
psy250.,6,1,2,1,1,1,1,,3,1,1,1,,,,80,50,1,1,1,1,2,2,23,,,
psy250.,6,2,2,2,2,2,2,60000,4,1,1,1,,,,75,70,1,1,2,,1,2,22,,,
psy250.,4,2,2,2,2,2,1,24000,4,1,2,1,,,,20,1,2,1,1,2,2,1,22,,,
psy250.,3,2,2,2,2,2,1,50000,3,1,1,1,,,,25,12,2,1,2,,1,2,22,,,
psy250.,6,1,1,1,1,1,1,64000,5,1,1,1,,,,66,20,2,1,1,1,1,2,21,,,
psy250.,3,2,2,2,2,2,2,90000,7,1,1,1,,,,23,0,2,2,1,2,2,2,21,,,
psy250.,6,2,2,2,2,1,1,5000,4,1,1,1,,,,68,1,1,2,2,,1,2,21,,,
psy250.,10,1,1,1,1,1,1,80000,2,1,1,1,,,,100,40,2,1,1,1,1,2,23,,,
psy250.,6,1,1,1,1,1,1,,3,1,1,1,,,,92,32,2,1,1,1,1,2,20,,,
psy250.,10,1,1,1,1,1,1,120000,3,1,1,1,,,,100,91,1,2,1,1,1,1,52,,,
psy250.,5,1,1,1,1,1,1,35000,6,1,2,1,,,,,17,1,1,2,,1,2,,,,
psy250.,8,1,1,1,1,1,1,,4,1,1,1,,,,100,99,1,1,2,,1,1,21,,,
psy250.,7,2,1,2,1,1,1,,5,1,1,1,,,,40,15,1,1,2,,1,1,21,,,
psy250.,5,1,1,2,1,1,1,90000,5,1,1,1,,,,99,82,2,1,1,2,2,2,21,,,
psy250.,6,1,1,1,1,1,1,275000,5,1,1,1,,,,0,,1,1,2,,1,2,19,,,
psy250.,6,1,1,1,1,1,1,,2,1,1,1,,,,0,,1,2,1,2,1,2,19,,,
psy250.,6,2,2,2,1,1,2,,6,1,1,1,,,,85,11,2,1,1,2,2,2,22,,,
psy250.,8,1,1,1,2,2,2,,7,1,1,1,,,,6,,2,2,1,1,1,2,21,,,
psy250.,2,2,2,2,2,2,2,,6,1,1,1,,,,19,13,2,2,2,,1,2,20,,,
psy250.,6,1,1,1,1,1,2,1.00E+07,4,1,1,1,,,,100,0,2,2,2,,1,1,21,,,
psy250.,3,1,1,2,1,1,1,,6,1,1,1,,,,10,0,1,1,2,,2,2,20,,,
psy250.,7,1,1,1,1,1,1,160000,4,1,1,1,,,,76,11,2,1,2,,2,2,21,,,
psy250.,4,2,2,2,2,2,2,,6,1,1,1,,,,23,0,1,2,2,,2,2,20,,,
psy250.,8,1,1,1,1,1,1,0,1,1,1,1,,,,100,100,1,2,2,,2,2,22,,,
psy250.,5,1,1,1,1,1,1,70000,4,1,1,1,,,,100,19,1,2,2,,2,2,22,,,
psy250.,8,2,2,2,2,1,1,,3,1,1,1,,,,68,30,1,2,2,,2,2,21,,,
psy250.,6,1,1,1,1,1,1,,,1,1,1,,,,,,1,1,2,,1,,,,,
psy250.,9,1,1,1,1,1,1,28000,6,1,1,1,,,,50,5,1,1,1,1,1,2,45,,,
psy250.,7,1,1,1,1,1,1,4999,1,1,1,1,,,,100,70,2,2,1,1,2,2,23,,,
psy250.,4,1,2,1,2,1,2,,5,1,1,1,,,,56,11,2,2,2,,1,2,20,,,
psy250.,9,1,1,1,1,1,2,33300,3,1,1,1,,,,100,49,1,2,1,1,2,2,23,,,
psy250.,7,1,2,2,2,1,2,,4,1,2,1,,,,80,20,1,1,1,2,1,1,20,,,
psy250.,10,1,1,1,1,2,1,100000,5,1,1,1,,,,100,99,1,1,1,2,2,2,21,,,
psy250.,8,2,2,2,2,1,1,,4,1,1,1,,,,62,30,1,1,2,,1,2,20,,,
psy250.,7,1,1,1,1,1,1,4245,3,1,1,1,,,,49,4,2,1,1,1,1,2,21,,,
psy250.,6,1,1,2,2,1,1,10000,6,1,1,1,,,,66,32,1,1,1,1,1,2,20,,,
psy250.,5,1,2,2,1,1,1,,,1,1,1,,,,90,80,1,2,1,1,2,2,23,,,
psy250.,7,1,1,1,1,1,1,200000,4,1,1,1,,,,40,17,1,1,2,,1,2,20,,,
psy250.,5,1,1,2,2,1,1,,4,1,2,1,,,,100,,1,2,1,1,2,2,20,,,
psy250.,5,1,1,2,1,1,1,125000,4,1,1,1,,,,90,75,1,1,2,,1,2,19,,,
psy250.,8,1,1,1,1,1,1,275000,5,1,1,1,,,,10,,1,1,2,,1,2,19,,,
psy250.,8,1,1,2,2,2,2,,5,1,1,1,,,,100,50,1,2,2,,1,2,20,,,
psy250.,7,1,1,1,1,1,1,,3,1,1,1,,,,100,100,1,1,2,,1,1,25,,,
psy250.,6,1,1,1,1,1,1,30000,2,1,1,1,,,,10,,1,1,1,1,1,2,21,,,
psy250.,9,1,1,1,1,1,1,30000,2,1,2,2,,,,90,10,1,1,1,1,2,1,20,,,
psy250.,5,2,2,2,2,2,1,70000,2,1,1,1,,,,40,15,2,2,1,2,2,2,20,,,
psy250.,8,1,1,2,1,2,1,,5,1,1,1,,,,65,18,1,1,2,,1,2,19,,,
psy250.,4,2,1,1,1,1,2,0,5,1,1,1,,,,50,,1,2,2,,1,1,,,,
psy250.,5,1,1,2,1,1,1,,,1,2,1,,,,55,0,1,2,1,2,2,1,,,,
psy250.,4,1,2,2,2,1,1,90000,4,1,1,1,,,,51,80,1,2,2,,1,1,19,,,
psy250.,8,1,1,1,1,1,1,16000,3,1,1,1,,,,60,0,1,1,1,1,1,1,22,,,
psy250.,6,1,1,1,1,1,1,50000,2,1,1,1,,,,50,25,1,1,1,1,1,2,20,,,
psy250.,6,2,2,1,1,1,2,80000,3,1,1,1,,,,,2,2,2,1,2,1,2,21,,,
psy250.,8,1,1,1,1,1,1,80000,6,1,1,1,,,,80,19,2,1,1,1,1,2,20,,,
psy250.,5,1,1,2,1,1,1,10000,4,1,1,1,,,,40,20,1,1,1,2,2,2,21,,,
psy250.,8,1,1,1,1,1,1,6000,1,1,1,1,,,,40,0,2,2,1,2,1,2,20,,,
psy250.,8,1,1,2,1,1,2,80000,4,1,1,1,,,,100,9,1,1,1,1,2,2,23,,,
psy250.,8,1,1,2,1,1,1,100000,5,1,1,1,,,,20,5,1,1,2,,1,1,20,,,
psy250.,6,1,1,1,2,1,1,,8,1,1,1,,,,20,,1,1,1,2,1,2,20,,,
psy250.,5,1,1,1,1,1,1,70000,5,1,1,1,,,,20,5,2,1,1,1,1,2,23,,,
psy250.,7,1,1,1,1,1,1,,,1,1,1,,,,85,20,1,1,1,1,1,2,21,,,
psy250.,7,1,1,1,1,1,1,0,1,1,1,1,,,,100,92,1,1,2,,1,2,23,,,
psy250.,5,2,2,2,1,1,1,,4,1,1,1,,,,95,96,1,1,2,,1,2,20,,,
psy250.,5,1,1,1,1,1,1,220000,5,1,1,1,,,,90,15,2,1,1,1,2,2,,,,
psy250.,8,1,1,2,1,1,1,100000,6,1,1,1,,,,80,10,1,1,1,1,1,2,21,,,
psy250.,2,2,2,2,2,2,2,40000,3,1,1,1,,,,30,0,2,1,1,2,2,2,22,,,
psy250.,8,1,1,1,1,1,1,,,1,1,1,,,,50,,1,1,1,1,1,2,22,,,
psy250.,7,1,1,1,1,1,1,,1,2,1,1,,,,81,50,1,1,1,2,1,2,24,,,
psy250.,5,2,2,2,1,1,1,25000,3,1,1,1,,,,68,14,1,1,1,1,2,1,20,,,
psy250.,7,1,1,2,1,1,1,,,1,1,1,,,,100,95,1,2,1,1,1,2,20,,,
psy250.,8,1,1,2,1,1,1,100000,5,1,1,1,,,,100,100,2,2,1,1,1,2,23,,,
psy250.,8,1,1,1,1,1,1,,,1,1,1,,,,100,,1,1,1,1,1,2,21,,,
psy250.,6,1,1,1,1,1,1,35000,1,1,1,1,,,,100,70,1,1,1,1,1,2,,,,
psy250.,6,1,1,1,1,1,1,30000,2,1,1,1,,,,10,2,1,1,1,1,1,2,22,,,
psy250.,8,2,2,2,1,1,1,,3,1,1,1,,,,50,,1,1,1,1,1,1,21,,,
psy250.,6,1,1,2,1,1,1,,4,1,1,1,,,,100,85,2,2,2,,1,2,24,,,
psy250.,7,1,1,1,1,1,1,209000,4,1,1,1,,,,90,35,1,1,1,2,1,2,19,,,
psy250.,9,1,1,1,1,1,1,0,1,1,1,1,,,,100,100,1,2,1,1,2,2,22,,,
psy250.,6,1,1,1,1,2,1,,4,1,1,1,,,,54,41,2,2,2,,2,2,,,,
psy250.,8,1,1,2,1,1,1,50000,6,1,1,1,,,,56,35,1,1,2,,1,2,20,,,
psy250.,4,2,2,2,2,2,1,69000,5,1,1,1,,,,12,,1,1,2,,1,1,21,,,
psy250.,7,2,1,2,1,1,1,,4,1,1,1,,,,75,55,1,2,2,,2,1,21,,,
psy250.,7,1,1,2,1,1,1,135000,6,1,1,1,,,,100,64,2,2,1,1,2,2,22,,,
psy250.,5,1,1,2,2,2,1,250000,6,1,1,1,,,,70,5,2,1,1,2,2,1,21,,,
psy250.,4,2,2,2,2,2,1,,,1,1,1,,,,30,,1,2,1,2,1,1,22,,,
psy250.,8,1,1,1,1,1,1,60000,2,1,1,1,,,,100,34,1,1,1,1,1,1,23,,,
psy250.,5,1,1,2,1,1,1,,4,1,1,1,,,,40,1,1,2,2,,1,2,20,,,
psy250.,6,1,1,1,1,1,1,,4,1,1,1,,,,100,,2,2,1,1,1,2,23,,,
psy250.,8,1,1,1,1,1,1,200000,4,1,1,1,,,,91,50,1,1,1,1,1,2,19,,,
psy250.,4,2,2,2,2,2,1,,6,1,1,1,,,,80,38,1,1,1,1,2,2,20,,,
psy250.,7,1,1,2,1,1,1,,,1,1,1,,,,100,30,2,1,1,1,1,2,20,,,
psy250.,8,1,1,2,1,1,1,45000,3,1,1,1,,,,100,20,2,1,1,1,2,1,23,,,
psy250.,4,1,2,2,2,2,1,,5,1,2,1,,,,40,1,2,2,1,2,1,2,21,,,
psy250.,3,1,1,1,1,1,1,56000,6,1,1,1,,,,100,37,2,1,1,1,1,2,19,,,
psy250.,7,1,2,2,2,1,1,0,5,1,2,1,,,,90,15,2,1,2,,2,1,22,,,
psy250.,7,1,1,1,1,1,1,0,1,1,1,1,,,,84,50,1,1,2,,1,1,20,,,
psy250.,8,1,1,1,1,1,1,110000,4,1,1,1,,,,93,69,1,2,1,1,1,2,21,,,
psy250.,5,1,1,2,1,1,2,45000,6,1,1,1,,,,71,31,2,1,1,1,2,1,20,,,
psy250.,4,2,2,2,1,1,1,20000,3,1,2,1,,,,9,,2,1,1,2,1,2,24,,,
psy250.,8,1,1,1,1,1,1,150000,4,1,1,1,,,,100,86,1,1,1,1,2,2,21,,,
psy250.,7,1,1,1,1,1,1,90000,6,1,1,1,,,,100,50,1,2,2,,2,1,22,,,
psy250.,8,1,1,1,1,1,1,110000,4,1,1,1,,,,93,71,1,2,1,1,1,2,21,,,
psy250.,9,1,1,1,1,1,1,80000,4,1,1,1,,,,100,53,1,1,1,1,1,2,23,,,
psy250.,6,1,2,2,2,2,2,25000,1,1,1,1,,,,4,6,2,1,1,1,1,2,22,,,
psy250.,6,2,2,2,1,1,1,2000,6,1,1,1,,,,1,,1,1,1,1,1,2,23,,,
psy250.,7,1,1,2,1,2,1,2001,6,1,1,1,,,,90,30,2,2,1,2,1,2,20,,,
psy250.,8,1,1,2,1,1,2,,4,1,1,1,,,,50,30,1,2,2,,2,2,20,,,
psy250.,6,1,1,2,2,1,2,150000,5,1,1,1,,,,80,18,2,1,2,,1,2,19,,,
psy250.,7,1,1,2,2,1,1,,4,1,1,1,,,,95,60,1,1,1,1,2,2,21,,,
psy250.,7,1,1,2,1,1,1,135000,4,1,1,1,,,,100,0,1,1,1,2,1,2,22,,,
psy250.,5,2,2,2,1,1,1,,5,1,1,1,,,,61,20,1,1,1,2,1,2,22,,,
psy250.,5,2,2,1,1,1,1,18300,2,1,1,1,,,,100,,1,1,1,1,1,1,22,,,
psy250.,7,1,2,2,1,1,1,,,1,1,1,,,,100,10,1,1,2,,1,1,,,,
psy250.,8,1,1,2,1,1,1,,5,1,1,1,,,,67,48,1,1,1,1,2,2,21,,,
psy250.,7,2,2,2,1,1,1,,4,1,1,1,,,,60,20,1,2,1,2,1,1,20,,,
psy250.,8,1,1,1,1,1,1,10001,7,1,1,1,,,,90,52,2,2,2,,2,1,,,,
psy250.,7,1,1,1,2,1,1,,,1,1,1,,,,100,61,1,1,2,,1,2,21,,,
psy250.,1,2,2,2,2,1,2,30000,4,1,1,1,,,,34,10,1,1,2,,1,1,24,,,
psy250.,3,1,1,1,1,1,1,60000,5,1,1,1,,,,7,0,1,2,1,1,1,2,19,,,
psy250.,9,1,1,1,1,1,1,46000,5,1,1,1,,,,100,80,1,1,2,,1,2,,,,
psy250.,6,2,2,2,2,2,2,4000,1,1,1,1,,,,42,10,1,1,1,1,1,2,21,,,
psy250.,3,2,2,2,2,1,1,,3,1,1,1,,,,9,1,1,2,2,,1,1,20,,,
psy250.,10,,1,2,1,2,2,10,4,1,1,2,,,,24,,2,1,2,,2,1,,,,
psy250.,6,2,2,2,1,2,2,22000,1,1,1,1,,,,45,20,2,2,1,2,2,1,23,,,
hatton,6,1,1,2,2,2,1,"60,000",3,,,,,,,,,,,,,,1,,,,
hatton,7,1,1,2,2,2,1,"82,000",6,,,,,,,,,,,,,,2,,,,
hatton,3,2,1,1,1,2,2,"40,000",2,,,,,,,,,,,,,,1,,,,
hatton,8,1,1,2,1,2,1,"70,000",4,,,,,,,,,,,,,,1,,,,
hatton,6,1,1,2,2,2,2,"40,000",3,,,,,,,,,,,,,,2,,,,
hatton,4,1,1,1,2,2,1,"27,000",1,,,,,,,,,,,,,,1,,,,
hatton,8,1,1,2,2,2,2,"62,000",2,,,,,,,,,,,,,,1,,,,
hatton,6,1,1,2,2,2,2,"45,000",1,,,,,,,,,,,,,,2,,,,
hatton,9,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,
hatton,8,2,1,2,2,2,1,0,1,,,,,,,,,,,,,,1,,,,
hatton,7,1,1,2,2,2,2,"65,000",1,,,,,,,,,,,,,,2,,,,
hatton,6,1,2,1,2,2,2,"50,000",1,,,,,,,,,,,,,,1,,,,
hatton,9,1,1,2,2,2,2,"150,000",4,,,,,,,,,,,,,,2,,,,
hatton,5,1,2,1,1,2,2,"84,000",6,,,,,,,,,,,,,,1,,,,
hatton,2,2,2,1,1,2,2,"30,000",2,,,,,,,,,,,,,,2,,,,
hatton,5,1,1,1,1,2,1,"25,000",4,,,,,,,,,,,,,,1,,,,
hatton,4,1,2,2,2,2,2,35000,2,,,,,,,,,,,,,,2,,,,
